"Date","Size.Fraction","SumFA_ug.L","SumFA_mg.g","SumFA_mg.g_WetWt","C14.0_PERCENT","C14.1_PERCENT","C15.0_PERCENT","C16.0_PERCENT","C16.1n.7_PERCENT","C16.1n.9_PERCENT","C17.0_PERCENT","C18.0_PERCENT","C16.3n.4_PERCENT","C18.1n.7_PERCENT","C18.1n.9c_PERCENT","C18.1n.9t_PERCENT","C18.2n.6c_PERCENT","C18.3n.3_PERCENT","C18.3n.6_PERCENT","C18.4n.3_PERCENT","C20.0_PERCENT","C20.1n.9_PERCENT","C20.3n.3_PERCENT","C20.4n.6_PERCENT","C20.5n.3_PERCENT","C22.0_PERCENT","C22.1n.9_PERCENT","C22.2n.6_PERCENT","C22.4n.6_PERCENT","C22.5n.3_PERCENT","C22.5n.6._PERCENT","C22.6n.3_PERCENT","C23.0_PERCENT","C24.0_PERCENT","C24.1n.9_PERCENT","C16.2n.4_PERCENT","C20.4n.3_PERCENT","C22.1n.11_PERCENT","Ratio16.1","Diatom.Flag","DHA.EPA","Bacteria_15_17","Carn18.1N9_n7","percent.SFA","percent.MUFA","percent.PUFA","PUFA.SFA","percent.n3_PUFA","percent.n6_PUFA","n3.n6","Prop.EFA","Prop.HUFA","C16PUFA","EPA.DHA","delta15n","delta13c","chl_20um","chl_3um","chl_GF.F","SumChl","chla_prop_GF.F","chla_prop_20um","chla_prop_3um","Biomass.mg.m3"
"2015-03-17","64",NA,36.6550888374514,4.82784016398035,0.0989103587407122,0.00152465153530983,0.00645454569463916,0.183233367357679,0.112663218665968,0.00936279895614422,0.00414699915998885,0.037426811300007,0.0287221055733783,0.0277510172988374,0.123164158138412,0.00188992500240311,0.0448861678403369,0.00619527643266427,0.00146163344865718,0.021145706236862,0.00246221867876756,0.0115436747694706,0.00241040339311692,0.00429717748400535,0.141348688775289,0,0.00369731910102109,0,0,0.00725591868254632,NA,0.053403339493462,0,NA,0.00835846657042803,0.0195425804700448,0.00463735090135473,0.00736528680149384,0.614861912383266,3.67706440775027,0.377812768948714,0.010601544854628,4.43818533973426,0.341363791419212,0.288702506079447,0.330668997830363,0.968670392532302,0.231759333013941,0.00575881093266253,40.2443031597825,0.237518143946603,0.20871552782842,0.0482646860434231,2.64681366588683,7.11,-19.4666113840794,NA,NA,NA,NA,NA,NA,NA,10.7922890481983
"2015-03-17","1000",NA,114.148075710642,20.3642139388748,0.107298218273995,0.00145679166123924,0.0039721676307436,0.121734253491646,0.0924515008321087,0.00152022832288628,0.00269618943540932,0.0188772211194837,0.0167470366716787,0.0206977106871166,0.116062824738634,0.00168058731865613,0.000547070695591752,0.00790912963302033,0.00100173791667732,0.0157224725729946,0.00147316460478981,0.0470353253449692,0.00259526446224415,0.00530311084072666,0.16258325716963,0.000596363477613913,0.00550461419127101,0.00141388854992571,0,0.00825113213432879,NA,0.128147415622238,0.000679237496742702,NA,0.0138892057549894,0.0147965444181628,0.0042644337046065,0.0501099660896526,0.759453466714306,1.87574892985886,0.788195647283265,0.00666835706615292,5.60751990851229,0.260478062411673,0.297097973210328,0.365018060687219,1.40133897383775,0.325208671594456,0.00914331354689777,35.5679229336717,0.332938096591428,0.308304756468736,0.0315435810898415,1.26872053080574,10.6859826,-19.9401927372991,NA,NA,NA,NA,NA,NA,NA,2.46348667574759
"2015-03-17","125",NA,25.7301080278322,3.41757257283797,0.0697294210182378,0,0.00687393672375532,0.208004076624477,0.0800436026792573,0.00823988231266704,0.00741485292027721,0.0410019967843576,0.00854259781616056,0.042078863284872,0.110811606827954,0,0.0239418658814505,0.00955199076058229,0,0.0132054657418502,0,0.0189407441933085,0,0.00663021009024253,0.146510207947906,0,0,0,0,0.0128090798184321,NA,0.14276183508823,0,NA,0.0158750544522275,0.00972382427339562,0.00667732979640989,0,0.38481747078335,1.47910391812316,0.974415619824874,0.0142887896440325,2.6334268128339,0.337341764881769,0.267749871437619,0.37367707741825,1.10771068488723,0.324838579357001,0.00663021009024253,48.9937083343792,0.331468789447243,0.308711332944811,0.0182664220895562,1.02625612690786,8.73,-19.984120113789,NA,NA,NA,NA,NA,NA,NA,3.57489504427917
"2015-03-17","250",NA,103.529321261597,18.9367194841825,0.0466869531027117,0.00415072083191092,0.00331513017278961,0.147204543453044,0.102814783703375,0.00288480982814263,0.00249454648308107,0.0205301221300428,0.0210635504736253,0.0373113724358273,0.131698030737627,0.00175615271007672,0.0346491666983912,0.00571824738007022,0.00139352592090754,0.0203662512003966,0.00118310934796874,0.00909375657817017,0.00285304929787952,0.00453847988808645,0.232370124273067,0.00151132147407099,0.00211610672342292,0.00149995586722497,0,0.00845640863805668,NA,0.105938411007591,0,NA,0.00961333925801284,0.0159630105642874,0.00398983388968822,0.00334193156446559,0.69844843978047,2.78984719981777,0.455903749843068,0.00580967665587068,3.52970212940136,0.225750497536322,0.296798110268346,0.454810181209584,2.01465859952936,0.375702491797061,0.00852479858627752,44.0717147736293,0.382727334516114,0.355249310014739,0.0370265610379127,2.19344543742889,8.55,-20.4307736828907,NA,NA,NA,NA,NA,NA,NA,3.66142805594099
"2015-03-17","500",NA,117.584343339301,22.3610630702055,0.0574899548359725,0.00146473844553473,0.00335865967667281,0.132205145284543,0.122373701660335,0.00150708401131731,0.00281115890617398,0.0216141186569536,0.0154798940230336,0.025173489899758,0.153912584677801,0.00117840406889354,0.0267093907576687,0.00574869762329024,0.000929094791366415,0.01824356091955,0.00119726493615092,0.0219636154721857,0.0019134633835464,0.00471692425094897,0.170605437037925,0.000220474471020972,0.00331065995339501,0.00117368637196329,0,0.0075049133558485,NA,0.128600101410683,0.000816284117432809,NA,0.0140373636759006,0.0129220334177682,0.00436908594679137,0.0210324096541438,0.925634939524873,2.09339513277221,0.753786653247725,0.00616981858284679,6.11407418243112,0.221673562545922,0.34223615378491,0.394547197343592,1.77985679849332,0.332616173730843,0.00816283662361129,40.7476210866134,0.339605323982491,0.314683970648285,0.0284019274408018,1.32663532272886,9.899620549,-20.7576978921103,NA,NA,NA,NA,NA,NA,NA,2.89615173405672
"2015-03-17","64",NA,33.1541727782791,4.51361690346493,0.106342470632038,0.0014622039807189,0.0064590399086074,0.1692428942535,0.130612892942976,0.014428305456205,0.00360558273848354,0.0189007470027219,0.0332029211715038,0.0248842822250265,0.10273685241529,0,0.0527410657916644,0.00544102382526075,0.00204693304069513,0.025769254242777,0.00175469670563542,0.00894535873106737,0.00200785434147084,0.00397090810752851,0.159517314359039,0,0.00264946252627807,0,0,0.00696012746285138,NA,0.0557889378566209,0,NA,0.00650983258013623,0.0234892333923441,0.00379590344301953,0.00505712689154615,0.771748164193752,3.89486087714815,0.349735939830657,0.0100646226470909,4.12858411933481,0.313046182355793,0.277800885401493,0.370935573591756,1.18492284684746,0.25548451208802,0.00601784114822364,42.4545124730377,0.261502353236243,0.228245142127511,0.0566921545638479,2.85930007789363,7.11,-19.4666113840794,NA,NA,NA,NA,NA,NA,NA,10.7922890481983
"2015-04-15","1000",NA,125.410860635422,22.7533199284335,0.1003096658092,0.000984858528335299,0.00372241010777752,0.112677489337971,0.0821591776552173,0.00155635205939814,0.00208970090842781,0.0140439295831051,0.0221251540988944,0.0145543193666676,0.0950702461172587,0.00104439421622669,0.0406076751587745,0.00679419104530747,0.00163750585757024,0.0269389280882893,0.0014141668850579,0.0491626979487001,0.00180710049254896,0,0.17947924103767,0.00145755682649886,0.00466504077924262,0.00126245995911974,0.000252689507292729,0.00879337855894089,NA,0.111690486872153,0.00562201721257851,NA,0.0108010854487737,0.0126262460710545,0.0047212090271911,0.0545009895953423,0.729153428408265,2.01541940698982,0.622303093251385,0.00581211101620533,6.53209839101025,0.244527362784751,0.257397425844195,0.414015056747616,1.69312363259755,0.33550332609491,0.00472259372280326,71.0421742346619,0.338963459858593,0.303592834867426,0.0347514001699489,1.60693400184665,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32578781166187
"2015-04-15","125",NA,61.7985712043201,9.07983513188675,0.0565038154332449,0.00142683080826603,0.00650392465324562,0.201801121441403,0.0607970185686078,0.00245442741699364,0.00558621201646533,0.0296922165868549,0,0.0380303983596975,0.154765885713435,0.00170907593509494,0.0151548948628,0.00988560487249146,0.00096092799207442,0.0124664791357205,0.00371023570539371,0.0251228220009092,0.00401288382637397,0,0.12067689216535,0.00137850587810838,0.00884684078046393,0.00190758525891455,0.000969192854516455,0.0134983793907081,NA,0.142195268342977,0.00440702553251559,NA,0.0277322162370628,0.00538687913533959,0.00887912553695894,0.00657569891497858,0.301271955945306,1.12901172969563,1.17831397371539,0.012090136669711,4.06953101699422,0.318838417390345,0.316722012468442,0.327114987837266,1.0259585106295,0.302735507733621,0.00482486256281283,62.7448976613192,0.305652785037519,0.282339773037233,0.00538687913533959,0.848670237565681,8.119157574,-19.4097767755005,NA,NA,NA,NA,NA,NA,NA,9.57173097690463
"2015-04-15","250",NA,136.1839361827,23.2768166610853,0.0386978296569293,0.000984461292582672,0.00208018154756669,0.104853132737856,0.0913606110066824,0.00153167506922973,0.00178801178430074,0.0155799066569544,0.0207088402626709,0.0210555668803388,0.254085044445656,0.00149082832439936,0.035693478802181,0.00725191821748588,0.00152922544398738,0.0335100726408228,0.000717545839481413,0.00871928849762945,0.00151663315562968,0,0.186388604898019,0.000422889955982476,0.0015741859049663,0.000958775204053516,0.000309384658579028,0.00699691729358325,NA,0.10346892382214,0.00353918593449259,NA,0.0105293578272558,0.0132124426793131,0.00686936922234422,0.00230354276980458,0.871319803434902,2.13824231083073,0.555124729211596,0.00386819333186743,12.0673570979898,0.171094018199594,0.388308515855111,0.411545217078466,2.40537466715153,0.339133070027681,0.00427888292662923,79.2573846592337,0.342453177750256,0.30016196144796,0.033921282941984,1.80139696067986,9.060303608,-20.2468694798648,NA,NA,NA,NA,NA,NA,NA,7.03337138081942
"2015-04-15","500",NA,158.531204613282,32.6862911685673,0.0466859142286044,0.00102915861271452,0.00195200444661736,0.0970630549539182,0.105805013305921,0.00128098131671032,0.00153122263270731,0.015114502479351,0.0222122695008922,0.0157507480071896,0.251015744098548,0.00163085604648416,0.0383845033658499,0.00459022753458005,0.00143014894286992,0.0249729460427097,0.00082432300684542,0.017898573720086,0.001171891195687,0,0.17733802088411,0.00150687239899332,0.00243187280211992,0.000814274657229393,0.000546138993283548,0.00683396012647081,NA,0.0938423047646618,0.00423962966196578,NA,0.00989750551703136,0.0125136251455156,0.00486993377990903,0.0157116953912564,1.09006473530174,2.54629976834416,0.529171941227355,0.00348322707932467,15.9367506853623,0.170668128305017,0.40382861606361,0.38465031115386,2.25379111480273,0.308749350548219,0.00394352275372557,78.2927777598174,0.311878598644716,0.280885276124556,0.0347258946464078,1.88974494316651,9.973345852,-20.7801138220627,NA,NA,NA,NA,NA,NA,NA,5.08729569048743
"2015-04-15","64",NA,33.0209351702857,3.60512169774735,0.1468334156527,0.00181161832083009,0.00670602024894156,0.116019908290733,0.164694894448557,0.0120383284979833,0.00200401431527717,0.0136171587108986,0.0452327613984182,0.0147576547776521,0.0681115215068808,0.00157002190020141,0.0716279283241616,0.00550041774317516,0.00224016790445495,0.0327457740850074,0.00159115106224464,0.0101228278489414,0,0,0.154575471882238,0.00154130945299533,0.0018826841017922,0,0.00275808857939187,0.00323565063087481,NA,0.0518743091984388,0.00379103553128689,NA,0.00438713956343034,0.0305920392689716,0.0038512540791564,0.00734796174827115,1.4195399468499,4.27774258860146,0.335592112815666,0.00871003456421873,4.61533506055609,0.29772127860018,0.265768340568084,0.400382609015132,1.34482362462517,0.247931623539734,0.00499825648384682,49.6036216510678,0.252929880023581,0.212443520290943,0.0758248006673898,2.97980781374704,7.811973495,-19.3322625183557,NA,NA,NA,NA,NA,NA,NA,3.85830658604951
"2015-04-15","1000",NA,136.757710676749,24.7299885760511,0.119056897208616,0.00104949439066909,0.00422875159159903,0.111795364353666,0.0860766670719805,0.00162802535091184,0.00212981204735434,0.0128822609517326,0.0251470290264084,0.0139325432178427,0.0740772091719953,0.000328568429268777,0.000335647564324134,0.00737828440874403,0.00194534220019016,0.0295197778201679,0.00171333269421062,0.0624312685403638,0.00181109295284182,0.0060112124942457,0.188523603515933,0.00149445289412502,0.00598048021743813,0.00136190189390643,0.000332119332095195,0.00951420745656002,NA,0.103800066931016,0.000703044711650248,NA,0.0105414876339656,0.0142758290677199,0.00468343783032531,0.0694335846269707,0.76994844615986,2.20145461750057,0.550594540923059,0.00635856363895337,5.31684761452083,0.257643586595683,0.254089150244255,0.389956114664153,1.51354869654142,0.340547033085263,0.0111519125445483,30.5370968185849,0.350337043735905,0.311493639306803,0.0394228580941283,1.8162185159401,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.32578781166187
"2015-04-15","125",NA,67.5944968446381,7.07778857708618,0.0545644083699782,0,0.00681328207232043,0.207917498024601,0.0591175236304174,0.00252129069127395,0.00563480661158424,0.028521645757842,0,0.0386629983356035,0.15024983540337,0.00177064092190339,0.0149370966301927,0.0100007741488507,0,0.012351655474251,0.0034867405106579,0.0226492354946121,0.00432610744200413,0.00455873606724159,0.127142432393704,0.00120263876275672,0.0092345914532173,0.00164600547571368,0,0.012961646150945,NA,0.153649061612929,0,NA,0.0268926265724174,0.00581681676195928,0.00907018330772193,0.00641925784186918,0.284331642079603,1.09133605310475,1.20847980269204,0.0124480886839047,3.88614028584042,0.313742857574063,0.306806810889638,0.347390332157791,1.10724538828995,0.320431677222684,0.00620474154295527,51.6430337999324,0.324990413289925,0.302637983666824,0.00581681676195928,0.827485902348039,8.119157574,-19.4097767755005,NA,NA,NA,NA,NA,NA,NA,9.57173097690463
"2015-04-15","2000",NA,104.134747965845,17.4324327184895,0.036402420197136,0.000848251667656708,0.00204336163029497,0.105914663034134,0.0839854312750552,0.00111703307852275,0.00287471989622139,0.0151960220723685,0.0110700717318435,0.0167449696332678,0.260677070741677,0.0017992763325149,0.0148109234465649,0.00839952085175083,0.000613463556822713,0.0132784255382745,0.0011011054504575,0.0345964146340791,0.00144465578729035,0.0126596448881869,0.131066385289707,0.000273729565211221,0.00474643612146994,0.00106499739034269,0.000493963593743212,0.00740438753442482,NA,0.139616560572484,0.000485904492979543,NA,0.0103667039947441,0.00764459428302556,0.00463933521490351,0.0336242481370525,0.79295376928111,1.44382319060518,1.0652354550244,0.00491808152651636,15.5674854270133,0.165602886682417,0.41196527806795,0.349567594464461,2.11087862939757,0.301209935573931,0.0169467694023843,17.7738853006139,0.317091707585973,0.294800297639125,0.0187146660148691,0.938759590927338,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05764983170217
"2015-04-15","250",NA,111.040850051985,13.0463560129079,0.0440853670391573,0.00115456014837131,0.0028222132618459,0.12103119989153,0.0897687482582772,0.00191170631561057,0.00252184014333148,0.0180222161543237,0.0171251526635066,0.025629867997996,0.215256175576989,0.00119327241277991,0.0307190067095105,0.00817858777794243,0.00126427027781369,0.0313949784064568,0.000934782917189532,0.0101642821418686,0.00205501370389807,0.00384009465078941,0.181668365314455,0.000610500279638678,0.00230616989903749,0.00102704354842341,0,0.00761766012972332,NA,0.121585680252222,0.00080546300650161,NA,0.0117907017901199,0.0126541843695838,0.0067709404287394,0.00351761005684443,0.741699234071292,1.85451255273217,0.669272715928092,0.00534405340517738,8.39864550195186,0.195957171422093,0.35607050581266,0.419130037804325,2.13888593493482,0.352500285584698,0.00708107876177754,49.7805909867059,0.358554320798052,0.317716484335839,0.0297793370330904,1.49415922119772,9.060303608,-20.2468694798648,NA,NA,NA,NA,NA,NA,NA,7.03337138081942
"2015-04-15","500",NA,77.7743564706151,11.1573825202127,0.0465276660277401,0.00114432677192982,0.00200330297642204,0.0975974438852571,0.105959943533058,0.00140322574621731,0.00169811034212629,0.0149677128281906,0.0222571142046493,0.0159203308126961,0.255548234069216,0.00121103532035112,0.0383969573108961,0.00466064197639595,0.00132618331666368,0.0249451065311104,0.000756705281213756,0.0152616100351882,0.000984009826897046,0.0040270549023775,0.179819996967973,0.000428036310059534,0.00204206568398906,0.000664913107079758,0.000498204333247404,0.00698317832042847,NA,0.0954804306412653,0.000620562888940043,NA,0.00962329644393633,0.0129973531864916,0.00502269858155775,0.0125193660340039,1.08568359287803,2.53958079440175,0.530977823663688,0.00370141331854833,16.0516912038927,0.166131577654633,0.405499807350014,0.393041144625476,2.36584248566253,0.31287336426407,0.00742556046495147,42.1346463665372,0.319634011621942,0.288702079797772,0.0352544673911409,1.88331782502725,9.973345852,-20.7801138220627,NA,NA,NA,NA,NA,NA,NA,5.08729569048743
"2015-04-15","64",NA,32.6015107264815,2.683093420687,0.115204498530511,0.00133458752564884,0.00570376052515997,0.109239310917997,0.144893171771073,0.0110484331614399,0.00231210976070659,0.0134915439916786,0.0424120802963581,0.014680307143955,0.0762271286209889,0.000676555904461775,0.0694960743063181,0.00610555936253518,0.00221607247700521,0.0376755566448676,0.00169976890063986,0.00728262817289514,0.00291564573833712,0.00418699167866608,0.188978922614437,0.000562846502907108,0.0036427803673919,0,0.00234620827412214,0.00326092660305989,NA,0.0654875578978203,0.000753621925103318,NA,0.00467172246593806,0.0290559021132256,0.00443314080490525,0.00521836980281108,1.32638306259402,3.63583440738498,0.346533660959804,0.00801587028586656,5.19247505338316,0.260408290949233,0.252732326067891,0.454137498006752,1.74394408239209,0.304424168861057,0.00993315898867699,30.6472663135742,0.314357327849734,0.268360139365326,0.0714679824095837,2.88572255067595,7.811973495,-19.3322625183557,NA,NA,NA,NA,NA,NA,NA,3.85830658604951
"2015-05-27","2000",NA,114.763181598309,16.8151812269868,0.0461251441837024,0.000845206555406829,0.00899390924820082,0.157731027017215,0.0796675041319469,0.00156439956003719,0.00814616965006131,0.0169857776222653,0.0109500895683808,0.0240691081857012,0.201254669209341,0.00287918570304001,0.0158321187485073,0.0136442494650933,0.000907935703796487,0.0112398912252857,0.00129322960087369,0.0232137772225676,0.00196368488589405,0.0148427377789669,0.16626100469817,0,0.00357454266948323,0.00108031441506556,0.000651778491749538,0.00819846480640213,NA,0.11029384763846,0.000763656571422144,NA,0.00398907519640235,0.00664220559990346,0.00358962776366919,0.0179969870678057,0.505084545751749,1.93642954531583,0.663377728522014,0.0171400788982621,8.36153411487431,0.243799485890338,0.336613883170849,0.362508323025675,1.4869117615315,0.311601142719305,0.019301649488533,16.143757190515,0.329822477792773,0.304030401398597,0.0175922951682843,1.50743679958622,10.84298695,-18.9038307008878,NA,NA,NA,NA,NA,NA,NA,1.78155883161196
"2015-05-27","1000",NA,195.460582662788,37.6844016924751,0.145173790626434,0.00111677682409291,0.00304908292515134,0.105755384186543,0.0945420710063065,0.00132852817193217,0.00100865801739937,0.0104047814655076,0.0300845103817286,0.0134239153763324,0.0634831880257444,0.000848978002474302,0.000580082780215418,0.00398088227400556,0.00230844065288536,0.0198263694954412,0.00224540244692919,0.0780724018963889,0.00127563016142624,0.000493832296817002,0.207643223598487,0.00150453045367208,0.00637000489156664,0.00143770625118224,0.000442992565877787,0.0112490452879729,NA,0.0564837891878331,0.000617717440460417,NA,0.00617318147124746,0.0177373306755534,0.00348301261729933,0.0838650065569254,0.893969340034194,4.23740111728499,0.272023272462067,0.00405774094255071,4.72911116064327,0.274526793978856,0.263181539491679,0.353543835609426,1.28782998003705,0.300458940005166,0.00490204977779629,61.2925110157157,0.30392328353178,0.277807591109448,0.047821841057282,3.67615605440321,10.75221254,-19.014197886768,NA,NA,NA,NA,NA,NA,NA,11.7701535160929
"2015-05-27","125",NA,12.5344415873554,1.12805878637078,0.122169783242929,0.000714821663901443,0.00663918023698178,0.195576531842214,0.128294430569779,0.00552893644863399,0.00488172557251735,0.0292129061939323,0.0117930643535572,0.0243616658611712,0.0904060544952301,0,0.0365352353060816,0.00942580002273465,0.00173250889977334,0.0145540443243637,0.00277394281702171,0.0127021091086492,0.00262849758636669,0.0093133962238532,0.135437353682735,0.00185169635140052,0.00443782490969692,0,0,0.0076887934291212,NA,0.082401025305658,0,NA,0.00945667655429966,0.0128988918260263,0.00441715396697631,0.0088137716584153,0.655980701576627,2.66778953995929,0.608406935494947,0.0115209058094991,3.71099640765222,0.374249147178265,0.270373583162728,0.324408610960271,0.86682525105594,0.252135514350979,0.0131023407401911,19.2435473439918,0.26523785509117,0.239525501844299,0.0246919561795835,1.64363675306641,9.975263215,-19.6375513374892,NA,NA,NA,NA,NA,NA,NA,5.17024751004164
"2015-05-27","250",NA,108.393706487312,15.8380578013909,0.0634184789605334,0.00098098886615951,0.00430950086298006,0.165920405407742,0.0880519655809446,0.00233254365030372,0.0034979523966648,0.024870469674319,0.00754414395557641,0.0256085123948865,0.141018510149706,0.00132616549582853,0.027129673793179,0.0118019852143932,0.00171340331286295,0.0236658430630079,0.00133821967665121,0.00886952080981259,0.00293081823222979,0.00776184759059418,0.189289953380076,0.0010425821945118,0.00314772723088111,0.000935308763336738,0,0.00800366513924311,NA,0.131027461318716,0.000759513399130838,NA,0.0135833757058782,0.00878983926991458,0.00446064984240514,0.00371096009015333,0.530687984787409,1.74590205243093,0.692205048281804,0.00780745325964486,5.50670448853814,0.272376225009727,0.281260600738269,0.42059394303313,1.54416540216794,0.366719726347666,0.0116599511183466,31.4512233049282,0.377444368702676,0.340263137112412,0.016333983225491,1.44465863472421,9.999716124,-19.9878811284415,NA,NA,NA,NA,NA,NA,NA,3.34685614573921
"2015-05-27","500",NA,163.063863448581,31.3652572731952,0.0668678617019636,0.00124955160270968,0.00231099478731001,0.100778761604388,0.110366983708957,0.00138237999471139,0.00151500400281853,0.0150850631394788,0.0198171215653855,0.0171536617660414,0.186126816301801,0.00132635305357501,0.0359034663893125,0.00667210855456132,0.00164666509198017,0.0213360294233743,0.00118501175333227,0.0340548241713057,0.00148691616840713,0.00901567191031749,0.182352783079558,0.00178542160626328,0.00388703878386416,0.00110535391409385,0.000291290872232396,0.00738172012610512,NA,0.0874073052481329,0.000468198358026697,NA,0.00972739964266622,0.0126039422823615,0.00409057684186659,0.0340471857321583,1.09514129715354,2.77750704568621,0.479330799190481,0.00382599879012854,10.8505588392952,0.192663992749028,0.362566275977345,0.387020374625822,2.0087841485252,0.306636862600139,0.0133709955999381,22.9329865759254,0.318902504285983,0.289247701216067,0.032421063847747,2.08624190577541,10.71336199,-19.5027694746011,NA,NA,NA,NA,NA,NA,NA,7.01113247892373
"2015-05-27","64",NA,32.9232755711632,3.26295636062127,0.138868256176746,0.0017514857752363,0.00705423307546503,0.200695417555168,0.141535877039889,0.00655113682817103,0.00402883412863457,0.0330944993931797,0.0150619828890632,0.0214615171423343,0.0799720438232036,0,0.0403499695823273,0.008994035725181,0.00166484035877219,0.0151221951076206,0.00258665251797426,0.0109630606073899,0.00207399298190244,0.00865308861700057,0.13375625295359,0.00236400640008848,0.00358424260244427,0,0,0.00591978676952939,NA,0.0610063759828955,0,NA,0.00607358155121607,0.0159317674191064,0.00415090383770536,0.00918092534715001,0.705227248155694,3.52914955184614,0.45610111404708,0.0110830672040996,3.72629965033801,0.396426728947465,0.265341808541713,0.308534288386989,0.778288308677279,0.226872639520719,0.0103179289757728,21.9881955044886,0.237190568496492,0.211409497304918,0.0309937503081696,2.1924962890943,8.136437187,-19.6856729708556,NA,NA,NA,NA,NA,NA,NA,12.6643555936645
"2015-06-16","1000",NA,84.4006834884364,15.3713114139774,0.0717432709279315,0.000650370965904242,0.00391990070886786,0.168502942313714,0.0669723884971949,0.00163893830077992,0.00353828018700898,0.0201662425701364,0.00988434244474161,0.022730656107707,0.141827995739981,0.000345271776651311,0.022172160894321,0.00937663959403355,0.00101711847865724,0.0143029207921206,0.00149092859410083,0.0335070903386148,0.0028774369056794,0.0119364950816637,0.162919778851662,0.000626244730608752,0.00461998447218204,0.000900920606483481,0,0.00774577126536287,NA,0.138271242089463,0.000428251736312202,NA,0.0119649773281228,0.00798675551267136,0.00382000651813605,0.0322368858585052,0.397455305988115,1.52031923740248,0.848707523813659,0.00745818089587684,6.23950294562299,0.274594961058193,0.282273463449707,0.38939158251686,1.41805800447423,0.335493789498321,0.0161929565171382,20.7185012288055,0.350785825408976,0.326089146544165,0.017871097957413,1.17826220687488,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.3913275501786
"2015-06-16","125",NA,38.1827996520272,5.21414030186396,0.121358274551886,0,0.0088521717427196,0.186185633622809,0.135909445645986,0.0193204847369172,0.00443331662923758,0.0225707603580952,0.0269476823912337,0.0203626607745871,0.0654633178569577,0,0.0531024524097344,0.00958722688775535,0.0035083729892526,0.0318531125904153,0.00184429614514395,0.00924794491992976,0.00236135219003548,0.00757996258766937,0.119551899090958,0,0.00266993938153438,0,0,0.0051428338359805,NA,0.082972111761653,0,NA,0.0104529542700045,0.0236445206070602,0.00454317907934345,0.00490886499511992,0.729967414786273,2.39252326257035,0.694025878238252,0.0132854883719572,3.21487052117751,0.34968391025479,0.244106262848999,0.366251527341748,1.04737883729019,0.251468536356798,0.0129987833525563,19.3455440818117,0.264467319709354,0.219518607241931,0.0505922029982939,1.4408684623381,8.56,-20.8713093622564,NA,NA,NA,NA,NA,NA,NA,3.51262092472267
"2015-06-16","250",NA,22.9395172490563,3.7078296076602,0.101261858154758,0.00143803838619705,0.00718391216328988,0.173994598317704,0.11359868668856,0.0128941740750435,0.00428363137854215,0.0233234982324146,0.0209356373140278,0.0234363083399519,0.0817871195212971,0.000585152536409108,0.044280902372464,0.00962391586430672,0.00273780602426915,0.0290043044973023,0.00214342761938334,0.0107704867356847,0.00261950368832472,0.00739545900190778,0.148733152175142,0.00164363458228562,0.00243143276894161,0,0,0.00600970481973487,NA,0.108180921762531,0,NA,0.0108264699623397,0.0172657349418689,0.00478011300400059,0.00481191391656119,0.652886283751955,2.00962450147329,0.727349082436857,0.011467543541832,3.489761200226,0.322175817802383,0.244288542402972,0.396787042461879,1.2315854280077,0.304171502807342,0.0119955703479681,25.3569854524562,0.31616707315531,0.274801046769432,0.0382013722558967,1.37485565617224,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.84075918038641
"2015-06-16","500",NA,90.6323058971175,18.1007863052317,0.0544729207229913,0.0011057499957273,0.00331686673477817,0.130919748766811,0.0945590171241289,0.00173684429777475,0.00301867479238804,0.0186570267532289,0.0112580404728291,0.0213809879191098,0.138581791967369,0.00173288292740904,0.0319698550035993,0.0123148533363895,0.00150255613683045,0.0297782861610895,0.0011382058416813,0.0237997800795978,0.00213294829644124,0.00706030775991552,0.171267130607752,0.000291234442962935,0.00368161583981299,0.00102184748746606,0,0.00649681338332593,NA,0.154984674887418,0.000514093247902101,NA,0.0197448951528187,0.00888827555706473,0.00561044820663666,0.0197922727638652,0.722267022468502,1.44008424906471,0.904929476762093,0.00633554152716621,6.48154297133801,0.215059995084279,0.302853838078564,0.438675589090121,2.03978238220553,0.376974706672416,0.0112978237665072,33.3670195661905,0.387250682951457,0.343654987317148,0.0201463160298938,1.10505848873227,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.08470314409581
"2015-06-16","64",NA,27.8218857764558,3.76999091940343,0.144863719502388,0,0.00903410193343551,0.180708208646187,0.155966950370378,0.0247121007900878,0.00413782688329163,0.0196411736161163,0.0339344214968685,0.0182288108124755,0.0596594625508143,0,0.0554204360949083,0.00754846348664891,0.00528487999759349,0.0332121185747697,0,0.008379370826426,0,0.00838890316501752,0.106252989116992,0,0,0,0,0.003938799963277,NA,0.0587234488203113,0,NA,0.00623789402830495,0.0297381863484707,0.00373141680589263,0.00607958182939698,0.863087247330029,3.11058447202991,0.552675734662416,0.0131719288167271,3.27281154895657,0.367754528495535,0.248472488588399,0.342442647064857,0.931171802195809,0.209675819961999,0.013673783162611,15.3341483822361,0.22334960312461,0.177304141065598,0.0636726078453392,1.8093792386431,7.44,-20.7471327120949,NA,NA,NA,NA,NA,NA,NA,2.74402863461094
