"Hakai.Net.ID","Net_sizefrac","Date","screen_size","Net.Mesh.Size","Flow.Meter.Volume","Depth.Volume","Flow.Meter.Ratio","Weight.Before..mg.","Weight.After..mg.","Weight.Before.Flag","Weight.After.Flag","missing.weight","Biomass.Weight.mg","Plankton.Isotope.ID","event_pk","Hakai.ID","Biomass.mg.m3","Volume.flag"
"2018-04-16_QU39_4_64_3","2018-04-16_QU39_4_64_3_4000",2018-04-16,"4000","64 um",15.41540954,45.96156136,0.335397865,0,0,NA,NA,NA,0,NA,NA,NA,0,"Depth volume used"
"2018-03-28_QU39_4_64_3","2018-03-28_QU39_4_64_3_64",2018-03-28,"64","64 um",15.56307683,46.12650857,0.337399845,261.7,605,NA,NA,NA,343.3,NA,NA,NA,7.44257501039819,"Depth volume used"
"2018-03-28_QU39_4_64_3","2018-03-28_QU39_4_64_3_125",2018-03-28,"125","64 um",15.56307683,46.12650857,0.337399845,264.2,553,NA,NA,NA,288.8,NA,NA,NA,6.26104183805126,"Depth volume used"
"2018-03-28_QU39_4_64_3","2018-03-28_QU39_4_64_3_250",2018-03-28,"250","64 um",15.56307683,46.12650857,0.337399845,261.7,596.1,NA,NA,NA,334.4,NA,NA,NA,7.24962739142778,"Depth volume used"
"2018-03-28_QU39_4_64_3","2018-03-28_QU39_4_64_3_500",2018-03-28,"500","64 um",15.56307683,46.12650857,0.337399845,131.3,299.1,NA,NA,NA,167.8,NA,NA,NA,3.63782140036358,"Depth volume used"
"2018-03-28_QU39_4_64_3","2018-03-28_QU39_4_64_3_1000",2018-03-28,"1000","64 um",15.56307683,46.12650857,0.337399845,132.3,217.7,NA,NA,NA,85.4,NA,NA,NA,1.85142996180602,"Depth volume used"
"2018-03-28_QU39_4_64_3","2018-03-28_QU39_4_64_3_2000",2018-03-28,"2000","64 um",15.56307683,46.12650857,0.337399845,130.5,253,NA,NA,NA,122.5,NA,NA,NA,2.65573969931191,"Depth volume used"
"2018-03-28_QU39_4_64_3","2018-03-28_QU39_4_64_3_4000",2018-03-28,"4000","64 um",15.56307683,46.12650857,0.337399845,0,0,NA,NA,NA,0,NA,NA,NA,0,"Depth volume used"
"2017-08-28_QU39_4_64_1","2017-08-28_QU39_4_64_1_64",2017-08-28,"64","64 um",16.63366463,46.9224204,0.354492895,36.2,81.65,NA,NA,NA,45.45,NA,NA,NA,0.968620109801497,"Depth volume used"
"2017-08-28_QU39_4_64_1","2017-08-28_QU39_4_64_1_125",2017-08-28,"125","64 um",16.63366463,46.9224204,0.354492895,35.7,122.18,NA,NA,NA,86.48,NA,NA,NA,1.84304218032197,"Depth volume used"
"2017-08-28_QU39_4_64_1","2017-08-28_QU39_4_64_1_250",2017-08-28,"250","64 um",16.63366463,46.9224204,0.354492895,130.8,254.69,NA,NA,NA,123.89,NA,NA,NA,2.64031563043581,"Depth volume used"
"2017-08-28_QU39_4_64_1","2017-08-28_QU39_4_64_1_500",2017-08-28,"500","64 um",16.63366463,46.9224204,0.354492895,35.5,154.76,NA,NA,NA,119.26,NA,NA,NA,2.54164211870025,"Depth volume used"
"2017-08-28_QU39_4_64_1","2017-08-28_QU39_4_64_1_1000",2017-08-28,"1000","64 um",16.63366463,46.9224204,0.354492895,131.1,246.62,NA,NA,NA,115.52,NA,NA,NA,2.46193608546246,"Depth volume used"
"2017-08-28_QU39_4_64_1","2017-08-28_QU39_4_64_1_2000",2017-08-28,"2000","64 um",16.63366463,46.9224204,0.354492895,132.7,220.59,NA,NA,NA,87.89,NA,NA,NA,1.87309178108809,"Depth volume used"
"2017-08-28_QU39_4_64_1","2017-08-28_QU39_4_64_1_4000",2017-08-28,"4000","64 um",16.63366463,46.9224204,0.354492895,36.6,46.93,NA,NA,NA,10.33,NA,NA,NA,0.22015062121561,"Depth volume used"
"2018-01-24_QU39_4_64_3","2018-01-24_QU39_4_64_3_64",2018-01-24,"64","64 um",16.67058145,45.95817215,0.362733779,35.3,56.1,NA,NA,NA,20.8,NA,NA,NA,0.452585449484635,"Depth volume used"
"2018-01-24_QU39_4_64_3","2018-01-24_QU39_4_64_3_125",2018-01-24,"125","64 um",16.67058145,45.95817215,0.362733779,35.1,63.7,NA,NA,NA,28.6,NA,NA,NA,0.622304993041374,"Depth volume used"
"2018-01-24_QU39_4_64_3","2018-01-24_QU39_4_64_3_250",2018-01-24,"250","64 um",16.67058145,45.95817215,0.362733779,37.1,59.3,NA,NA,NA,22.2,NA,NA,NA,0.483047931661486,"Depth volume used"
"2018-01-24_QU39_4_64_3","2018-01-24_QU39_4_64_3_500",2018-01-24,"500","64 um",16.67058145,45.95817215,0.362733779,35.4,70,NA,NA,NA,34.6,NA,NA,NA,0.752858488085018,"Depth volume used"
"2018-01-24_QU39_4_64_3","2018-01-24_QU39_4_64_3_1000",2018-01-24,"1000","64 um",16.67058145,45.95817215,0.362733779,35.6,75.7,NA,NA,NA,40.1,NA,NA,NA,0.872532525208359,"Depth volume used"
"2018-01-24_QU39_4_64_3","2018-01-24_QU39_4_64_3_2000",2018-01-24,"2000","64 um",16.67058145,45.95817215,0.362733779,35,83.9,NA,NA,NA,48.9,NA,NA,NA,1.06401098460571,"Depth volume used"
"2018-01-24_QU39_4_64_3","2018-01-24_QU39_4_64_3_4000",2018-01-24,"4000","64 um",16.67058145,45.95817215,0.362733779,0,0,NA,NA,NA,0,NA,NA,NA,0,"Depth volume used"
"2018-06-04_QU39_1_64_3","2018-06-04_QU39_1_64_3_64",2018-06-04,"64","64 um",22.4348793,47.84947989,0.468863598,34.6,84.8,NA,NA,NA,50.2,NA,NA,NA,1.04912321127426,"Depth volume used"
"2018-06-04_QU39_1_64_3","2018-06-04_QU39_1_64_3_125",2018-06-04,"125","64 um",22.4348793,47.84947989,0.468863598,34.5,100.2,NA,NA,NA,65.7,NA,NA,NA,1.37305567690675,"Depth volume used"
"2018-06-04_QU39_1_64_3","2018-06-04_QU39_1_64_3_250",2018-06-04,"250","64 um",22.4348793,47.84947989,0.468863598,123.3,345.7,NA,NA,NA,222.4,NA,NA,NA,4.64790841010749,"Depth volume used"
"2018-06-04_QU39_1_64_3","2018-06-04_QU39_1_64_3_500",2018-06-04,"500","64 um",22.4348793,47.84947989,0.468863598,122.2,308.9,NA,NA,NA,186.7,NA,NA,NA,3.90181879571523,"Depth volume used"
"2018-06-04_QU39_1_64_3","2018-06-04_QU39_1_64_3_1000",2018-06-04,"1000","64 um",22.4348793,47.84947989,0.468863598,125.9,477.8,NA,NA,NA,351.9,NA,NA,NA,7.35431191329507,"Depth volume used"
"2018-06-04_QU39_1_64_3","2018-06-04_QU39_1_64_3_2000",2018-06-04,"2000","64 um",22.4348793,47.84947989,0.468863598,126.1,288.7,NA,NA,NA,162.6,NA,NA,NA,3.39815605882858,"Depth volume used"
"2018-06-04_QU39_1_64_3","2018-06-04_QU39_1_64_3_4000",2018-06-04,"4000","64 um",22.4348793,47.84947989,0.468863598,34.7,74.7,NA,NA,NA,40,NA,NA,NA,0.835954750019332,"Depth volume used"
"2017-06-13_QU39_4_250_1","2017-06-13_QU39_4_250_1_64",2017-06-13,"64","64 um",23.53711009,49.0625,0.479737276,130.8,277.4,NA,NA,NA,146.6,NA,NA,NA,2.98802547770701,"Depth volume used"
"2017-06-13_QU39_4_250_1","2017-06-13_QU39_4_250_1_125",2017-06-13,"125","64 um",23.53711009,49.0625,0.479737276,130.7,250,NA,NA,NA,119.3,NA,NA,NA,2.4315923566879,"Depth volume used"
"2017-06-13_QU39_4_250_1","2017-06-13_QU39_4_250_1_250",2017-06-13,"250","64 um",23.53711009,49.0625,0.479737276,131.8,300.1,NA,NA,NA,168.3,NA,NA,NA,3.43031847133758,"Depth volume used"
"2017-06-13_QU39_4_250_1","2017-06-13_QU39_4_250_1_500",2017-06-13,"500","64 um",23.53711009,49.0625,0.479737276,132.8,391.3,NA,NA,NA,258.5,NA,NA,NA,5.2687898089172,"Depth volume used"
"2017-06-13_QU39_4_250_1","2017-06-13_QU39_4_250_1_1000",2017-06-13,"1000","64 um",23.53711009,49.0625,0.479737276,131.2,685.2,NA,NA,NA,554,NA,NA,NA,11.2917197452229,"Depth volume used"
"2017-06-13_QU39_4_250_1","2017-06-13_QU39_4_250_1_2000",2017-06-13,"2000","64 um",23.53711009,49.0625,0.479737276,131.8,340.6,NA,NA,NA,208.8,NA,NA,NA,4.25579617834395,"Depth volume used"
"2017-06-13_QU39_4_250_1","2017-06-13_QU39_4_250_1_4000",2017-06-13,"4000","64 um",23.53711009,49.0625,0.479737276,130.4,134.4,NA,NA,NA,4,NA,NA,NA,0.0815286624203822,"Depth volume used"
"2018-09-05_QU39_1_64_3","2018-09-05_QU39_1_64_3_64",2018-09-05,"64","64 um",22.78295218,45.52838794,0.500412011,126.8,232,NA,NA,NA,105.2,NA,NA,NA,4.61748763588021,"Flow meter volume used"
"2018-09-05_QU39_1_64_3","2018-09-05_QU39_1_64_3_125",2018-09-05,"125","64 um",22.78295218,45.52838794,0.500412011,128.4,274.7,NA,NA,NA,146.3,NA,NA,NA,6.42146807157105,"Flow meter volume used"
"2018-09-05_QU39_1_64_3","2018-09-05_QU39_1_64_3_250",2018-09-05,"250","64 um",22.78295218,45.52838794,0.500412011,128.3,194.8,NA,NA,NA,66.5,NA,NA,NA,2.91884912344139,"Flow meter volume used"
"2018-09-05_QU39_1_64_3","2018-09-05_QU39_1_64_3_500",2018-09-05,"500","64 um",22.78295218,45.52838794,0.500412011,129.9,290.3,NA,NA,NA,160.4,NA,NA,NA,7.04035187067667,"Flow meter volume used"
"2018-09-05_QU39_1_64_3","2018-09-05_QU39_1_64_3_1000",2018-09-05,"1000","64 um",22.78295218,45.52838794,0.500412011,125.22,271.4,NA,NA,NA,146.18,NA,NA,NA,6.41620097540845,"Flow meter volume used"
"2018-09-05_QU39_1_64_3","2018-09-05_QU39_1_64_3_2000",2018-09-05,"2000","64 um",22.78295218,45.52838794,0.500412011,124.36,316.6,NA,NA,NA,192.24,NA,NA,NA,8.4378880524868,"Flow meter volume used"
"2018-09-05_QU39_1_64_3","2018-09-05_QU39_1_64_3_4000",2018-09-05,"4000","64 um",22.78295218,45.52838794,0.500412011,68.9,181.3,NA,NA,NA,112.4,NA,NA,NA,4.93351340563627,"Flow meter volume used"
"2018-09-27_QU39_3_64_1","2018-09-27_QU39_3_64_1_64",2018-09-27,"64","64 um",23.46327645,46.34859307,0.506234923,125.3,230.8,NA,NA,NA,105.5,NA,NA,NA,4.49638822714379,"Flow meter volume used"
"2018-09-27_QU39_3_64_1","2018-09-27_QU39_3_64_1_125",2018-09-27,"125","64 um",23.46327645,46.34859307,0.506234923,125.8,238.3,NA,NA,NA,112.5,NA,NA,NA,4.7947267824993,"Flow meter volume used"
"2018-09-27_QU39_3_64_1","2018-09-27_QU39_3_64_1_250",2018-09-27,"250","64 um",23.46327645,46.34859307,0.506234923,125.6,240,NA,NA,NA,114.4,NA,NA,NA,4.87570439038151,"Flow meter volume used"
"2018-09-27_QU39_3_64_1","2018-09-27_QU39_3_64_1_500",2018-09-27,"500","64 um",23.46327645,46.34859307,0.506234923,124.3,287.2,NA,NA,NA,162.9,NA,NA,NA,6.94276438105898,"Flow meter volume used"
"2018-09-27_QU39_3_64_1","2018-09-27_QU39_3_64_1_1000",2018-09-27,"1000","64 um",23.46327645,46.34859307,0.506234923,125.5,307.9,NA,NA,NA,182.4,NA,NA,NA,7.77385035669219,"Flow meter volume used"
"2018-09-27_QU39_3_64_1","2018-09-27_QU39_3_64_1_2000",2018-09-27,"2000","64 um",23.46327645,46.34859307,0.506234923,125,300.4,NA,NA,NA,175.4,NA,NA,NA,7.47551180133668,"Flow meter volume used"
"2018-09-27_QU39_3_64_1","2018-09-27_QU39_3_64_1_4000",2018-09-27,"4000","64 um",23.46327645,46.34859307,0.506234923,124.9,189.3,NA,NA,NA,64.4,NA,NA,NA,2.74471470927071,"Flow meter volume used"
"2017-10-04_QU39_4_64_1","2017-10-04_QU39_4_64_1_64",2017-10-04,"64","64 um",24.32818482,48.0142684,0.506686567,34.9,59.2,NA,NA,NA,24.3,NA,NA,NA,0.99884147460205,"Flow meter volume used"
"2017-10-04_QU39_4_64_1","2017-10-04_QU39_4_64_1_125",2017-10-04,"125","64 um",24.32818482,48.0142684,0.506686567,132.3,280,NA,NA,NA,147.7,NA,NA,NA,6.07114756373345,"Flow meter volume used"
"2017-10-04_QU39_4_64_1","2017-10-04_QU39_4_64_1_250",2017-10-04,"250","64 um",24.32818482,48.0142684,0.506686567,134.1,273.6,NA,NA,NA,139.5,NA,NA,NA,5.73408994678955,"Flow meter volume used"
"2017-10-04_QU39_4_64_1","2017-10-04_QU39_4_64_1_500",2017-10-04,"500","64 um",24.32818482,48.0142684,0.506686567,135.5,302.4,NA,NA,NA,166.9,NA,NA,NA,6.86035564243136,"Flow meter volume used"
"2017-10-04_QU39_4_64_1","2017-10-04_QU39_4_64_1_1000",2017-10-04,"1000","64 um",24.32818482,48.0142684,0.506686567,133.5,295.7,NA,NA,NA,162.2,NA,NA,NA,6.6671640815001,"Flow meter volume used"
"2017-10-04_QU39_4_64_1","2017-10-04_QU39_4_64_1_2000",2017-10-04,"2000","64 um",24.32818482,48.0142684,0.506686567,34.9,108.9,NA,NA,NA,74,NA,NA,NA,3.04173946998155,"Flow meter volume used"
"2017-10-04_QU39_4_64_1","2017-10-04_QU39_4_64_1_4000",2017-10-04,"4000","64 um",24.32818482,48.0142684,0.506686567,0,0,NA,NA,NA,0,NA,NA,NA,0,"Flow meter volume used"
"2014-11-13_QU24_1_64_1","2014-11-13_QU24_1_64_1_64",2014-11-13,"64","64 um",23.60039607,45.1375,0.522855632,132.2,182.73,NA,NA,NA,50.53,NA,NA,NA,2.14106576220693,"Flow meter volume used"
"2014-11-13_QU24_1_64_1","2014-11-13_QU24_1_64_1_125",2014-11-13,"125","64 um",23.60039607,45.1375,0.522855632,132.2,189.63,NA,NA,NA,57.43,NA,NA,NA,2.43343373686016,"Flow meter volume used"
"2014-11-13_QU24_1_64_1","2014-11-13_QU24_1_64_1_250",2014-11-13,"250","64 um",23.60039607,45.1375,0.522855632,131.8,177.25,NA,NA,NA,45.45,NA,NA,NA,1.92581513738977,"Flow meter volume used"
"2014-11-13_QU24_1_64_1","2014-11-13_QU24_1_64_1_500",2014-11-13,"500","64 um",23.60039607,45.1375,0.522855632,130.1,270.46,NA,NA,NA,140.36,NA,NA,NA,5.9473578148301,"Flow meter volume used"
"2014-11-13_QU24_1_64_1","2014-11-13_QU24_1_64_1_1000",2014-11-13,"1000","64 um",23.60039607,45.1375,0.522855632,130.4,220.36,NA,NA,NA,89.96,NA,NA,NA,3.81180043475431,"Flow meter volume used"
"2014-11-13_QU24_1_64_1","2014-11-13_QU24_1_64_1_2000",2014-11-13,"2000","64 um",23.60039607,45.1375,0.522855632,131.6,233.95,NA,NA,NA,102.35,NA,NA,NA,4.33679162402294,"Flow meter volume used"
"2014-11-13_QU24_1_64_1","2014-11-13_QU24_1_64_1_4000",2014-11-13,"4000","64 um",23.60039607,45.1375,0.522855632,0,0,NA,NA,NA,0,NA,NA,NA,0,"Flow meter volume used"
"2020-09-10_QU39_5_64_3","2020-09-10_QU39_5_64_3_64",2020-09-10,"64","64 um",25.3618558,48.47842434,0.523157593,128.2,195.6,NA,NA,NA,67.4,NA,NA,NA,2.65753423296414,"Flow meter volume used"
"2020-09-10_QU39_5_64_3","2020-09-10_QU39_5_64_3_125",2020-09-10,"125","64 um",25.3618558,48.47842434,0.523157593,257.1,791.6,NA,NA,NA,534.5,NA,NA,NA,21.0749561946488,"Flow meter volume used"
"2020-09-10_QU39_5_64_3","2020-09-10_QU39_5_64_3_250",2020-09-10,"250","64 um",25.3618558,48.47842434,0.523157593,258.4,614.7,NA,NA,NA,356.3,NA,NA,NA,14.0486564867229,"Flow meter volume used"
"2020-09-10_QU39_5_64_3","2020-09-10_QU39_5_64_3_500",2020-09-10,"500","64 um",25.3618558,48.47842434,0.523157593,128.5,206.9,NA,NA,NA,78.4,NA,NA,NA,3.09125643715709,"Flow meter volume used"
"2020-09-10_QU39_5_64_3","2020-09-10_QU39_5_64_3_1000",2020-09-10,"1000","64 um",25.3618558,48.47842434,0.523157593,129.1,280.7,NA,NA,NA,151.6,NA,NA,NA,5.97748055960479,"Flow meter volume used"
"2020-09-10_QU39_5_64_3","2020-09-10_QU39_5_64_3_2000",2020-09-10,"2000","64 um",25.3618558,48.47842434,0.523157593,129.8,210.9,NA,NA,NA,81.1,NA,NA,NA,3.19771552364082,"Flow meter volume used"
"2020-09-10_QU39_5_64_3","2020-09-10_QU39_5_64_3_4000",2020-09-10,"4000","64 um",25.3618558,48.47842434,0.523157593,128.7,166.8,NA,NA,NA,38.1,NA,NA,NA,1.50225599815925,"Flow meter volume used"
"2018-07-19_QU39_3_64_1","2018-07-19_QU39_3_64_1_64",2018-07-19,"64","64 um",25.50952308,47.8307125,0.533329356,123.4,179.5,NA,NA,NA,56.1,NA,NA,NA,2.19917870765618,"Flow meter volume used"
"2018-07-19_QU39_3_64_1","2018-07-19_QU39_3_64_1_125",2018-07-19,"125","64 um",25.50952308,47.8307125,0.533329356,123.1,191.6,NA,NA,NA,68.5,NA,NA,NA,2.68527168403652,"Flow meter volume used"
"2018-07-19_QU39_3_64_1","2018-07-19_QU39_3_64_1_250",2018-07-19,"250","64 um",25.50952308,47.8307125,0.533329356,122.1,240,NA,NA,NA,117.9,NA,NA,NA,4.62180338026139,"Flow meter volume used"
"2018-07-19_QU39_3_64_1","2018-07-19_QU39_3_64_1_500",2018-07-19,"500","64 um",25.50952308,47.8307125,0.533329356,122.1,243,NA,NA,NA,120.9,NA,NA,NA,4.73940651970825,"Flow meter volume used"
"2018-07-19_QU39_3_64_1","2018-07-19_QU39_3_64_1_1000",2018-07-19,"1000","64 um",25.50952308,47.8307125,0.533329356,246.5,432.3,NA,NA,NA,185.8,NA,NA,NA,7.28355443640854,"Flow meter volume used"
"2018-07-19_QU39_3_64_1","2018-07-19_QU39_3_64_1_2000",2018-07-19,"2000","64 um",25.50952308,47.8307125,0.533329356,123,246.3,NA,NA,NA,123.3,NA,NA,NA,4.83348903126573,"Flow meter volume used"
"2018-07-19_QU39_3_64_1","2018-07-19_QU39_3_64_1_4000",2018-07-19,"4000","64 um",25.50952308,47.8307125,0.533329356,0,0,NA,NA,NA,0,NA,NA,NA,0,"Flow meter volume used"
"2017-06-06_QU39_4_250_3","2017-06-06_QU39_4_250_3_64",2017-06-06,"64","64 um",26.56956322,49.0625,0.541545238,133,272.3,NA,NA,NA,139.3,NA,NA,NA,5.24284117305862,"Flow meter volume used"
"2017-06-06_QU39_4_250_3","2017-06-06_QU39_4_250_3_125",2017-06-06,"125","64 um",26.56956322,49.0625,0.541545238,133,405.2,NA,NA,NA,272.2,NA,NA,NA,10.2448052211526,"Flow meter volume used"
"2017-06-06_QU39_4_250_3","2017-06-06_QU39_4_250_3_250",2017-06-06,"250","64 um",26.56956322,49.0625,0.541545238,135.9,265.1,NA,NA,NA,129.2,NA,NA,NA,4.86270696022379,"Flow meter volume used"
"2017-06-06_QU39_4_250_3","2017-06-06_QU39_4_250_3_500",2017-06-06,"500","64 um",26.56956322,49.0625,0.541545238,135,451.9,NA,NA,NA,316.9,NA,NA,NA,11.9271813908275,"Flow meter volume used"
"2017-06-06_QU39_4_250_3","2017-06-06_QU39_4_250_3_1000",2017-06-06,"1000","64 um",26.56956322,49.0625,0.541545238,134,669.1,NA,NA,NA,535.1,NA,NA,NA,20.1395858700909,"Flow meter volume used"
"2017-06-06_QU39_4_250_3","2017-06-06_QU39_4_250_3_2000",2017-06-06,"2000","64 um",26.56956322,49.0625,0.541545238,134.8,229.9,NA,NA,NA,95.1,NA,NA,NA,3.57928352877154,"Flow meter volume used"
"2017-06-06_QU39_4_250_3","2017-06-06_QU39_4_250_3_4000",2017-06-06,"4000","64 um",26.56956322,49.0625,0.541545238,134,144,NA,NA,NA,10,NA,NA,NA,0.376370507757259,"Flow meter volume used"
"2018-02-01_QU39_4_64_3","2018-02-01_QU39_4_64_3_64",2018-02-01,"64","64 um",23.31033534,42.89316149,0.543451089,130.7,198.1,NA,NA,NA,67.4,NA,NA,NA,2.89142129518588,"Flow meter volume used"
"2018-02-01_QU39_4_64_3","2018-02-01_QU39_4_64_3_125",2018-02-01,"125","64 um",23.31033534,42.89316149,0.543451089,128.9,194.4,NA,NA,NA,65.5,NA,NA,NA,2.80991238627114,"Flow meter volume used"
"2018-02-01_QU39_4_64_3","2018-02-01_QU39_4_64_3_250",2018-02-01,"250","64 um",23.31033534,42.89316149,0.543451089,34.2,66.1,NA,NA,NA,31.9,NA,NA,NA,1.36849168125266,"Flow meter volume used"
"2018-02-01_QU39_4_64_3","2018-02-01_QU39_4_64_3_500",2018-02-01,"500","64 um",23.31033534,42.89316149,0.543451089,34.4,85.4,NA,NA,NA,51,NA,NA,NA,2.18787071297448,"Flow meter volume used"
"2018-02-01_QU39_4_64_3","2018-02-01_QU39_4_64_3_1000",2018-02-01,"1000","64 um",23.31033534,42.89316149,0.543451089,34.5,63.2,NA,NA,NA,28.7,NA,NA,NA,1.23121351886995,"Flow meter volume used"
"2018-02-01_QU39_4_64_3","2018-02-01_QU39_4_64_3_2000",2018-02-01,"2000","64 um",23.31033534,42.89316149,0.543451089,34.4,70.6,NA,NA,NA,36.2,NA,NA,NA,1.55295921195443,"Flow meter volume used"
"2018-02-01_QU39_4_64_3","2018-02-01_QU39_4_64_3_4000",2018-02-01,"4000","64 um",23.31033534,42.89316149,0.543451089,0,0,NA,NA,NA,0,NA,NA,NA,0,"Flow meter volume used"
"2016-08-31_QU39_5_64_64um","2016-08-31_QU39_5_64_64um_64",2016-08-31,"64","64 um",28.82148928,52.2025,0.552109368,126.9,235.2,NA,NA,NA,108.3,NA,NA,NA,3.75761290292352,"Flow meter volume used"
"2016-08-31_QU39_5_64_64um","2016-08-31_QU39_5_64_64um_125",2016-08-31,"125","64 um",28.82148928,52.2025,0.552109368,129.2,278.2,NA,NA,NA,149,NA,NA,NA,5.16975367068887,"Flow meter volume used"
"2016-08-31_QU39_5_64_64um","2016-08-31_QU39_5_64_64um_250",2016-08-31,"250","64 um",28.82148928,52.2025,0.552109368,129.6,339,NA,NA,NA,209.4,NA,NA,NA,7.26541220565268,"Flow meter volume used"
"2016-08-31_QU39_5_64_64um","2016-08-31_QU39_5_64_64um_500",2016-08-31,"500","64 um",28.82148928,52.2025,0.552109368,132.2,345.3,NA,NA,NA,213.1,NA,NA,NA,7.3937886390859,"Flow meter volume used"
"2016-08-31_QU39_5_64_64um","2016-08-31_QU39_5_64_64um_1000",2016-08-31,"1000","64 um",28.82148928,52.2025,0.552109368,127.9,276.4,NA,NA,NA,148.5,NA,NA,NA,5.15240550400871,"Flow meter volume used"
"2016-08-31_QU39_5_64_64um","2016-08-31_QU39_5_64_64um_2000",2016-08-31,"2000","64 um",28.82148928,52.2025,0.552109368,127.8,219.2,NA,NA,NA,91.4,NA,NA,NA,3.17124486913398,"Flow meter volume used"
"2016-08-31_QU39_5_64_64um","2016-08-31_QU39_5_64_64um_4000",2016-08-31,"4000","64 um",28.82148928,52.2025,0.552109368,126,178.9,NA,NA,NA,52.9,NA,NA,NA,1.83543603476135,"Flow meter volume used"
"2018-10-12_QU39_4_64_1","2018-10-12_QU39_4_64_1_64",2018-10-12,"64","64 um",26.55374172,47.60776326,0.55776075,34.8,75.5,NA,NA,NA,40.7,NA,NA,NA,1.53274067471046,"Flow meter volume used"
"2018-10-12_QU39_4_64_1","2018-10-12_QU39_4_64_1_125",2018-10-12,"125","64 um",26.55374172,47.60776326,0.55776075,126.5,267.3,NA,NA,NA,140.8,NA,NA,NA,5.30245422602536,"Flow meter volume used"
"2018-10-12_QU39_4_64_1","2018-10-12_QU39_4_64_1_250",2018-10-12,"250","64 um",26.55374172,47.60776326,0.55776075,126.6,249.3,NA,NA,NA,122.7,NA,NA,NA,4.62081770975364,"Flow meter volume used"
"2018-10-12_QU39_4_64_1","2018-10-12_QU39_4_64_1_500",2018-10-12,"500","64 um",26.55374172,47.60776326,0.55776075,125.8,322.9,NA,NA,NA,197.1,NA,NA,NA,7.42268272691476,"Flow meter volume used"
"2018-10-12_QU39_4_64_1","2018-10-12_QU39_4_64_1_1000",2018-10-12,"1000","64 um",26.55374172,47.60776326,0.55776075,128,357.8,NA,NA,NA,229.8,NA,NA,NA,8.65414759332833,"Flow meter volume used"
"2018-10-12_QU39_4_64_1","2018-10-12_QU39_4_64_1_2000",2018-10-12,"2000","64 um",26.55374172,47.60776326,0.55776075,125.9,316.4,NA,NA,NA,190.5,NA,NA,NA,7.17413018506983,"Flow meter volume used"
"2018-10-12_QU39_4_64_1","2018-10-12_QU39_4_64_1_4000",2018-10-12,"4000","64 um",26.55374172,47.60776326,0.55776075,35.8,87.2,NA,NA,NA,51.4,NA,NA,NA,1.93569706830755,"Flow meter volume used"
"2014-12-11_QU24_1_64_1","2014-12-11_QU24_1_64_1_64",2014-12-11,"64","64 um",26.69613517,47.1,0.566796925,130.6,268.06,NA,NA,NA,137.46,NA,NA,NA,5.14905993413128,"Flow meter volume used"
"2014-12-11_QU24_1_64_1","2014-12-11_QU24_1_64_1_125",2014-12-11,"125","64 um",26.69613517,47.1,0.566796925,132.7,231.31,NA,NA,NA,98.61,NA,NA,NA,3.69379310420985,"Flow meter volume used"
"2014-12-11_QU24_1_64_1","2014-12-11_QU24_1_64_1_250",2014-12-11,"250","64 um",26.69613517,47.1,0.566796925,132.6,230.21,NA,NA,NA,97.61,NA,NA,NA,3.65633449854906,"Flow meter volume used"
"2014-12-11_QU24_1_64_1","2014-12-11_QU24_1_64_1_500",2014-12-11,"500","64 um",26.69613517,47.1,0.566796925,130.5,320.27,NA,NA,NA,189.77,NA,NA,NA,7.10851959624686,"Flow meter volume used"
"2014-12-11_QU24_1_64_1","2014-12-11_QU24_1_64_1_1000",2014-12-11,"1000","64 um",26.69613517,47.1,0.566796925,131.1,313.66,NA,NA,NA,182.56,NA,NA,NA,6.83844304943261,"Flow meter volume used"
"2014-12-11_QU24_1_64_1","2014-12-11_QU24_1_64_1_2000",2014-12-11,"2000","64 um",26.69613517,47.1,0.566796925,129.8,199.65,NA,NA,NA,69.85,NA,NA,NA,2.61648360540572,"Flow meter volume used"
"2014-12-11_QU24_1_64_1","2014-12-11_QU24_1_64_1_4000",2014-12-11,"4000","64 um",26.69613517,47.1,0.566796925,0,0,NA,NA,NA,0,NA,NA,NA,0,"Flow meter volume used"
"2018-07-30_QU39_3_64_1","2018-07-30_QU39_3_64_1_64",2018-07-30,"64","64 um",27.13386319,47.82739387,0.567328909,35.4,82.73,NA,NA,NA,47.33,NA,NA,NA,1.74431483156601,"Flow meter volume used"
"2018-07-30_QU39_3_64_1","2018-07-30_QU39_3_64_1_125",2018-07-30,"125","64 um",27.13386319,47.82739387,0.567328909,124.9,326.55,NA,NA,NA,201.65,NA,NA,NA,7.43167305694667,"Flow meter volume used"
"2018-07-30_QU39_3_64_1","2018-07-30_QU39_3_64_1_250",2018-07-30,"250","64 um",27.13386319,47.82739387,0.567328909,124.6,381.96,NA,NA,NA,257.36,NA,NA,NA,9.48482706638133,"Flow meter volume used"
"2018-07-30_QU39_3_64_1","2018-07-30_QU39_3_64_1_500",2018-07-30,"500","64 um",27.13386319,47.82739387,0.567328909,125.6,239.43,NA,NA,NA,113.83,NA,NA,NA,4.19512692324443,"Flow meter volume used"
"2018-07-30_QU39_3_64_1","2018-07-30_QU39_3_64_1_1000",2018-07-30,"1000","64 um",27.13386319,47.82739387,0.567328909,124.9,344.45,NA,NA,NA,219.55,NA,NA,NA,8.0913653342556,"Flow meter volume used"
